Cocunut;AGE;YEARS_WITH_BANK;MARTIAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;CUST_INCOME;CURRENT_ADDRESS_DATE;CURRENT_JOB_DATE;CURRENT_WITH_BANK_DATE;CURRENT_BALANCE_EUR;MORTGAGE_PRED;MORTGAGE_PROB
80904;35;3;M;BCR;PVE;F;195,1769231;2005-02-02;2011-11-01;2013-08-19;968,8423077;N;0.99995136
80905;30;1;M;HGH;PVE;M;187,4202308;1987-12-26;2016-02-01;2016-03-29;2307,692308;N;0.9999474
80906;33;0;M;HGH;PVE;M;293,8461538;1984-10-23;2015-09-01;2016-10-12;475,3846154;N;0.99998283
80907;37;10;M;PRS;PVE;M;496,5256154;2013-06-30;2004-07-01;2006-07-15;2307,692308;N;0.99776363
80908;69;9;M;HGH;RET;M;208,7637692;1948-06-15;9999-10-01;2008-06-16;4584,230769;N;0.99931884
80909;28;8;M;BCR;PVE;M;170,3353846;1989-11-18;2016-04-01;2009-02-26;515,9916154;N;0.999838
80910;34;3;M;HGH;PVE;F;455,7717692;2001-07-15;2014-02-15;2014-02-18;5363,140308;N;0.99963605
80911;65;4;M;HGH;RET;F;201,3692308;1980-04-30;9999-10-01;2012-10-11;2608,269231;N;0.99945694
80912;48;10;M;BCR;PVE;M;1496,753846;1980-12-31;2009-05-01;2007-04-20;795,966;N;0.9994708
80913;39;2;M;BCR;STE;F;400;1996-10-10;9999-10-01;2015-06-09;460,5050769;N;0.99977785
80914;42;11;D;HGH;STE;F;268,0175385;2002-06-15;1995-09-25;2006-03-01;2036,397923;N;0.99784434
80915;36;13;S;HGH;STE;M;227,8923077;1981-01-06;2008-12-05;2004-04-08;2307,692308;N;0.9997669
80916;50;10;M;BCR;STE;M;200,9461538;1990-01-01;1990-03-01;2007-02-24;2307,692308;N;0.9991968
80917;41;12;D;HGH;OTH;F;183,3307692;2004-04-01;9999-10-01;2005-06-20;6644,792308;N;0.98510844
80918;52;12;M;HGH;SFE;F;189,0199231;1999-03-01;2001-10-10;2005-02-14;4544,611923;N;0.99275804
80919;47;1;M;HGH;STE;M;255,4854615;2010-01-01;2003-12-11;2015-12-05;1538,461538;N;0.99994767
80920;60;0;M;HGH;STE;F;383,0769231;1994-01-01;2003-01-01;2016-09-28;356,3007692;N;0.9999701
80921;62;11;D;BCR;RET;F;207,8203846;1999-10-15;9999-10-01;2005-07-06;2307,692308;N;0.9994054
80922;54;2;W;HGH;RET;F;189,2672308;1986-09-01;2000-08-05;2015-05-19;2307,692308;N;0.9997594
80923;69;11;W;HGH;RET;F;357,2538462;1974-03-18;9999-10-01;2005-09-29;3951,923077;N;0.99910635
80924;61;12;M;HGH;RET;F;212,3792308;1977-01-01;9999-10-01;2005-05-12;2307,692308;N;0.999796
80925;67;10;M;HGH;RET;F;253,0155385;1987-03-03;2006-02-01;2006-07-10;1185,576923;N;0.999778
80926;44;12;S;BCR;STE;F;441,0298462;2006-09-01;1998-09-15;2004-11-12;2307,692308;N;0.99728286
80927;36;9;S;BCR;PVE;M;706,7692308;1981-08-22;2015-01-01;2007-09-27;7692,307692;N;0.98861384
80928;65;0;M;BCR;RET;M;269,2307692;1952-12-04;2001-10-30;2016-08-12;120,6153846;N;0.9999523
80929;42;11;M;HGH;STE;F;204,179;1992-10-01;2004-02-25;2005-11-04;320,6506923;N;0.99930406
80930;56;2;M;PRS;PVE;M;184,6615385;1961-03-18;2010-09-01;2014-12-15;2464,960154;N;0.99970645
80931;48;13;S;BCR;PVE;M;472,6686923;1969-03-08;1996-06-10;2004-05-21;217,5676923;N;0.9998747
80932;41;11;S;HGH;STE;M;407,8891538;1980-03-15;1999-08-01;2006-04-14;2307,692308;N;0.99947196
80933;26;6;M;HGH;PVE;M;301,9338462;1999-08-01;2015-12-22;2011-02-01;528,5756154;N;0.999803
80934;61;13;M;BCR;SFE;F;217,96;1980-01-01;2004-07-07;2003-10-10;5721,341846;N;0.99670607
80935;35;9;M;HGH;PVE;M;260,2703077;2014-06-01;2007-11-13;2007-12-03;2826,021538;N;0.99933463
80936;69;12;D;HGH;RET;F;230,9889231;1982-01-01;9999-10-01;2004-09-28;3161,538462;N;0.99924785
80937;41;4;D;HGH;PVE;F;273,5874615;2013-01-01;2013-05-20;2013-05-18;4615,384615;N;0.9991504
80938;52;11;M;HGH;PVE;F;209,8230769;1997-02-11;2013-12-01;2005-12-27;2307,692308;N;0.9998282
80939;66;14;W;HGH;RET;F;186,8076923;2002-09-01;9999-10-01;2002-07-31;2213,076923;N;0.9992743
80940;56;12;D;BCR;STE;F;802,2307692;2006-08-15;1990-12-27;2004-09-07;2307,692308;N;0.99781847
80941;52;11;M;HGH;PVE;M;190,4923077;1965-02-22;2011-06-01;2005-08-23;4615,384615;N;0.99974364
80942;66;4;D;HGH;RET;F;174,06;2014-01-01;9999-10-01;2013-02-14;3596,25;N;0.99496186
80943;45;14;S;HGH;PVE;F;261,5384615;1974-01-01;2010-08-01;2002-10-30;4615,384615;N;0.9994628
80944;67;3;M;HGH;RET;M;203,0789231;1950-06-15;1999-07-10;2014-04-22;1027,5;N;0.9998871
80945;48;11;M;HGH;STE;M;195,2769231;1969-04-05;1997-06-18;2005-07-29;4615,384615;N;0.9991499
80946;47;4;M;BCR;STE;F;339,4230769;1997-02-01;1997-04-15;2012-12-25;407,5384615;N;0.9978668
80947;44;11;M;PHD;STE;F;813,6769231;2012-08-15;1998-02-01;2005-12-10;2307,692308;N;0.9981729
80948;51;13;M;HGH;PVE;M;607,4153846;1966-03-31;1999-10-19;2003-11-11;1060,583077;N;0.9998554
80949;45;11;D;BCR;PVE;F;293,0551538;1985-01-01;2010-12-18;2006-01-30;2307,692308;N;0.9994696
80950;65;0;M;HGH;RET;M;202,4660769;1952-02-23;9999-10-01;2016-10-13;2766,346154;N;0.998086
80951;57;12;M;BCR;PVE;M;189,9769231;1987-01-01;2006-12-01;2005-05-13;2549,958769;N;0.9997217
80952;49;13;W;MAS;STE;F;848,4538462;1988-02-01;2009-12-01;2004-01-10;13672,18462;Y;0.50709367
80953;44;14;M;BCR;PVE;M;707,1619231;1984-01-01;2004-02-01;2002-07-25;3076,923077;N;0.99938047
80954;43;0;M;HGH;PVE;M;384,6153846;1988-01-01;2013-10-01;2016-10-11;357,41;N;0.9999747
80955;29;0;S;HGH;PVE;M;278,3076923;1988-07-10;2013-01-30;2016-10-10;2371,153846;N;0.9998779
80956;43;9;M;HGH;PVE;F;192,4615385;2009-09-01;2015-06-03;2007-09-24;1693,587;N;0.9999355
80957;31;0;M;HGH;PVE;F;192,3076923;2013-12-31;2016-01-01;2016-10-11;2307,692308;N;0.9998667
80958;35;1;M;HGH;PVE;M;384,6153846;2014-08-01;2013-08-01;2015-07-30;166,3053846;N;0.99992573
80959;50;12;M;HGH;PVE;F;170,1635385;2008-03-31;2015-04-01;2005-06-13;2307,692308;N;0.99992776
80960;55;6;M;BCR;PVE;M;679,3833846;1999-09-01;2010-10-01;2010-10-13;2307,692308;N;0.99938
80961;54;0;M;HGH;PVE;M;192,3076923;1963-04-27;2014-05-06;2016-09-02;2307,692308;N;0.99912125
80962;31;11;M;HGH;PVE;F;230,7692308;2014-07-28;2016-03-01;2006-01-21;948,4615385;N;0.9998809
80963;71;1;M;HGH;RET;M;201,7743077;1946-12-26;9999-10-01;2016-03-08;3754,326923;N;0.9976313
80964;45;11;M;HGH;STE;M;677,8846154;2010-01-01;1996-08-05;2005-11-25;2307,692308;N;0.99651945
80965;57;12;M;BCR;STE;M;489,1495385;2006-05-25;1989-09-14;2004-09-02;6153,846154;N;0.9683662
80966;36;8;M;HGH;PVE;F;178,4153846;2000-01-01;2009-06-01;2009-07-01;1650,197;N;0.99966645
80967;49;4;M;BCR;RET;M;334,3633846;1973-01-01;1998-08-08;2013-05-21;4615,384615;N;0.99934417
80968;45;8;M;HGH;PVE;F;304,5119231;2007-03-14;2010-06-04;2009-06-02;801,6266923;N;0.9995365
80969;35;2;M;BCR;PVE;F;883,1153846;2014-02-01;2015-12-30;2015-03-13;7692,307692;N;0.98612034
80970;64;2;S;HGH;RET;F;221,7589231;1982-01-01;9999-10-01;2015-05-19;2608,269231;N;0.99940085
80971;26;4;S;HGH;PVE;M;250;1996-01-01;2016-01-11;2013-02-18;2307,692308;N;0.9998927
80972;55;12;M;BCR;PVE;F;1314,062154;2010-05-01;2007-11-17;2005-04-20;692,3076923;N;0.99718046
80973;55;9;M;HGH;PVE;M;305,2692308;1970-12-12;1982-10-04;2007-09-06;1784,971077;N;0.9996171
80974;38;2;S;HGH;RET;M;209,3569231;2006-01-01;9999-10-01;2014-11-24;4869,227077;N;0.99931395
80975;41;5;M;BCR;STE;F;265,4923077;1976-08-10;2012-03-20;2011-11-09;3692,307692;N;0.99978894
80976;51;10;S;BCR;STE;F;331,5496923;1966-10-15;2000-09-11;2007-05-22;406,5966154;N;0.99982625
80977;41;0;M;BCR;PVE;M;180,4538462;2007-01-01;2015-11-01;2016-10-12;2307,692308;N;0.9999424
80978;66;0;*noval*;HGH;OTH;M;0;9999-10-01;9999-10-01;2016-10-11;0;N;0.99999535
80979;30;4;M;HGH;PVE;M;298,2297692;1987-07-10;2013-11-01;2013-04-19;2307,692308;N;0.99988437
80980;51;2;M;HGH;STE;F;309,7563846;1980-10-10;1987-05-01;2014-10-16;470,1633077;N;0.9997235
80981;40;4;M;HGH;PVE;F;273,6582308;2001-08-11;2013-06-10;2013-06-07;2307,692308;N;0.99995375
80982;66;6;M;BCR;RET;F;163,8903846;2005-01-01;9999-10-01;2010-09-09;2055;N;0.99895465
80983;46;12;M;BCR;PVE;M;1394,478538;2001-10-01;2005-04-01;2005-04-15;4230,769231;N;0.992826
80984;50;3;M;BCR;STE;F;358,8483077;2007-09-01;2007-03-28;2013-09-20;2307,692308;N;0.9997546
80985;59;9;M;HGH;PVE;M;288,0307692;1958-12-20;2011-09-05;2008-04-11;2213,076923;N;0.9999356
80986;69;11;M;BCR;RET;F;311,1550769;2010-01-01;9999-10-01;2005-12-23;2608,269231;N;0.99555737
80987;68;10;W;HGH;RET;F;227,4538462;1974-01-01;9999-10-01;2006-07-21;3603,126385;N;0.9990669
80988;41;3;M;HGH;PVE;M;266,8889231;2013-03-01;2011-10-03;2014-03-27;5538,987615;N;0.9985934
80989;43;9;M;HGH;STE;M;266,8;1974-03-11;2008-03-10;2008-03-20;2307,692308;N;0.9997074
80990;68;9;M;HGH;RET;M;374,497;2006-01-27;9999-10-01;2007-09-26;1975,961538;N;0.9985613
80991;74;11;M;HGH;RET;M;221,0430769;1996-10-20;9999-10-01;2006-05-26;395,1923077;N;0.99972683
80992;52;9;M;HGH;PVE;F;384,6153846;1986-01-01;2002-03-01;2007-08-13;269,0676923;N;0.99953413
80993;43;4;M;BCR;PVE;F;441,8554615;1994-01-01;2013-10-01;2013-04-24;4615,384615;N;0.9996573
80994;73;4;M;HGH;RET;M;1131,307692;1975-01-01;9999-10-01;2012-08-03;4742,307692;N;0.99960274
80995;60;0;M;HGH;RET;F;230,7692308;2008-10-15;2001-12-30;2016-10-12;403,9184615;N;0.9999721
80996;42;2;M;HGH;PVE;M;192,3076923;1975-01-20;2015-11-24;2015-06-17;480,9760769;N;0.9999759
80997;37;12;M;HGH;PVE;M;485,8879231;1980-05-23;2015-01-17;2004-09-27;4615,384615;N;0.99945194
80998;66;11;M;BCR;RET;F;291,3813077;2007-09-01;9999-10-01;2005-07-13;3319,615385;N;0.99577326
80999;65;12;M;BCR;STE;F;343,2607692;1973-04-01;1977-12-12;2004-11-29;790,3846154;N;0.9998272
81000;54;2;M;HGH;PVE;F;240,3846154;1985-01-01;2014-12-01;2014-12-18;4615,384615;N;0.998755
81001;43;5;S;BCR;STE;F;514,5153846;1995-05-01;2013-06-24;2011-10-21;4615,384615;N;0.9995072
81002;43;11;M;HGH;RET;M;255,0276923;1974-11-12;9999-10-01;2005-11-28;2318,009769;N;0.9996458
81003;54;2;M;HGH;PVE;M;178,1307692;2010-12-31;2004-10-11;2014-08-05;2307,692308;N;0.9997719
81004;62;6;M;BCR;RET;F;164,0441538;2003-05-20;9999-10-01;2010-09-04;2407,005308;N;0.99907434
81005;36;5;M;HGH;PVE;M;516,2820769;2010-12-01;2011-06-01;2012-06-11;6153,846154;N;0.9963864
81006;61;11;M;HGH;RET;F;490,1615385;1976-05-01;9999-10-01;2005-07-15;3262,382154;N;0.9996797
81007;63;0;M;BCR;RET;F;238,4615385;1954-05-07;2001-12-30;2016-10-12;256,7076923;N;0.99995136
81008;70;6;M;HGH;RET;M;410,1915385;1947-02-18;9999-10-01;2011-03-22;5370,663462;N;0.9994106
81009;55;10;M;HGH;PVE;M;169,2307692;1962-11-21;2008-08-01;2007-03-22;4615,384615;N;0.9995437
81010;65;0;W;HGH;RET;F;377,2643846;1993-03-01;9999-10-01;2016-10-13;2608,269231;N;0.99901474
81011;51;4;M;HGH;STE;M;307,6923077;1986-01-01;1993-11-04;2013-06-03;209,6287692;N;0.9992398
81012;59;2;M;HGH;PVE;M;222,8802308;1987-06-01;2015-02-01;2015-02-27;2307,692308;N;0.99978286
81013;30;8;M;HGH;PVE;F;323,07;2006-01-01;2010-02-02;2009-01-27;1683,381154;N;0.99969363
81014;42;14;M;BCR;PVE;F;666,8946923;2003-05-25;2003-01-01;2003-01-03;1307,692308;N;0.998691
81015;62;12;M;HGH;RET;F;228,0804615;1980-06-01;9999-10-01;2005-04-08;2766,346154;N;0.99966383
81016;34;9;S;BCR;PVE;M;999,8692308;2013-04-01;2007-01-29;2008-01-29;7692,307692;N;0.9380327
81017;43;0;S;HGH;PVE;M;398,6188462;1986-06-16;2016-07-01;2016-10-13;202,0384615;N;0.9999802
81018;36;12;M;HGH;PVE;M;491,7230769;2007-02-15;2003-02-10;2005-04-28;2307,692308;N;0.9958587
81019;53;5;W;HGH;PVE;F;537,2170769;2008-06-01;1989-04-03;2011-07-26;4864,142615;N;0.98623055
81020;35;11;M;HGH;PVE;M;477,4797692;1982-07-06;2007-04-16;2006-01-30;3846,153846;N;0.99929774
81021;64;0;M;HGH;RET;F;200,4193077;1970-01-01;9999-10-01;2016-10-11;2307,692308;N;0.99904853
81022;39;12;S;BCR;PVE;F;612,3443077;1984-01-01;2005-05-18;2005-05-24;1076,923077;N;0.9995524
81023;66;8;D;HGH;RET;F;244,0969231;2012-02-15;9999-10-01;2008-12-22;3951,923077;N;0.99028134
81024;49;13;S;BCR;PVE;F;423,4273846;2000-02-01;2016-07-01;2004-04-01;1998,284385;N;0.99968123
81025;28;3;M;HGH;PVE;F;171,3692308;2012-03-05;2012-08-10;2013-08-26;2307,692308;N;0.999864
81026;65;11;M;HGH;RET;F;196,1470769;2000-08-20;9999-10-01;2005-08-10;4742,307692;N;0.99627787
81027;26;4;S;HGH;PVE;F;210,5461538;1991-04-07;2013-06-26;2012-09-26;4615,384615;N;0.9996251
81028;31;0;M;BCR;PVE;M;269,2307692;2014-01-01;2013-01-01;2016-10-13;205,9207692;N;0.9999294
81029;41;4;S;HGH;PVE;M;452,9230769;2011-01-17;2012-09-01;2013-06-20;5258,532538;N;0.9982185
81030;29;7;S;HGH;PVE;M;324,2807692;1995-01-01;2015-08-01;2010-03-29;7113,461538;N;0.99744946
81031;45;7;S;HGH;PVE;F;175,9692308;1972-12-14;2016-01-22;2010-03-24;4615,384615;N;0.99928457
81032;67;0;M;HGH;RET;M;249,9215385;1981-05-01;9999-10-01;2016-10-12;2173,557692;N;0.99929607
81033;51;4;M;HGH;STE;M;488,0498462;1967-12-31;1993-01-26;2013-05-08;8764,220923;N;0.99491477
81034;33;8;M;HGH;PVE;M;605,1987692;1984-03-23;2009-04-01;2009-04-10;1789,025231;N;0.99937433
81035;50;15;S;HGH;STE;M;236,8923077;2013-01-01;1996-07-01;2002-04-13;4425,931615;N;0.9976634
81036;62;1;W;HGH;RET;F;238,519;1980-01-01;9999-10-01;2016-03-16;600,6923077;N;0.99991846
81037;51;11;M;HGH;STE;F;214,0442308;1995-01-01;2012-05-10;2005-11-10;5018,942308;N;0.99925596
81038;57;10;M;PRS;RET;F;162,5966154;2009-01-01;9999-10-01;2006-08-07;3912,403846;N;0.9950588
81039;53;4;S;HGH;PVE;M;635,5307692;1983-09-05;2006-10-01;2012-11-19;9230,769231;N;0.9878885
81040;41;8;M;HGH;PVE;F;322,0378462;1995-12-16;2009-02-23;2009-02-20;2493,548385;N;0.9989017
81041;59;11;M;SEC;PVE;F;191,431;1990-07-20;2000-01-13;2005-08-08;3279,406692;N;0.99873
81042;38;10;M;HGH;PVE;F;230,7692308;2000-09-25;2001-07-01;2007-03-23;6003,491308;N;0.9717076
81043;56;12;M;HGH;RET;M;385,1756154;1997-04-07;9999-10-01;2005-06-28;2307,692308;N;0.99888426
81044;74;9;M;HGH;OTH;M;973,3993077;2006-05-01;9999-10-01;2008-03-29;5137,5;N;0.97204226
81045;71;10;W;HGH;RET;F;285,7830769;2006-01-01;9999-10-01;2007-04-19;4639,557692;N;0.9834337
81046;56;0;M;HGH;SFE;M;300;2002-12-31;2005-08-01;2016-10-11;8561,724385;N;0.5151537
81047;66;9;M;HGH;RET;M;311,5692308;1975-01-01;9999-10-01;2008-02-13;4149,519231;N;0.9993343
81048;28;2;S;BCR;STE;M;192,6307692;1989-03-10;2013-12-04;2015-06-19;2307,692308;N;0.99993694
81049;59;12;M;SEC;RET;M;161,2382308;1958-02-20;9999-10-01;2005-02-04;476,2999231;N;0.999936
81050;58;11;M;BCR;STE;F;1241,315385;1995-09-01;2015-05-20;2005-09-27;2307,692308;N;0.99904495
81051;25;4;S;HGH;PVE;M;268,6211538;1992-07-30;2012-08-06;2012-10-11;4615,384615;N;0.9993748
81052;61;4;W;HGH;RET;F;257,2058462;1998-01-01;1998-01-09;2012-10-22;7692,307692;N;0.95135564
81053;52;4;M;HGH;PVE;F;163,0769231;2013-07-01;2016-03-01;2013-07-02;888,1054615;N;0.99998343
81054;67;12;W;HGH;RET;F;928,8402308;1950-01-27;9999-10-01;2004-11-19;5370,750385;N;0.99930084
81055;36;11;S;BCR;PVE;F;269,2307692;1988-01-01;2015-02-01;2005-09-02;1076,923077;N;0.9997285
81056;66;12;M;BCR;RET;M;276,2093077;2005-06-27;9999-10-01;2004-09-11;5327,192308;N;0.9883859
81057;51;3;M;HGH;RET;M;155,5043077;1966-06-30;1999-02-07;2013-11-20;2307,692308;N;0.99984634
81058;49;0;M;HGH;PVE;M;500;1968-10-02;2004-10-15;2016-10-14;4615,384615;N;0.99868923
81059;45;0;M;HGH;PVE;F;170,3715385;1994-01-14;2013-07-01;2016-10-10;2307,692308;N;0.9998709
81060;30;3;S;BCR;PVE;F;603,8218462;2016-01-18;2015-07-01;2013-10-11;2307,692308;N;0.9987423
81061;58;12;M;HGH;RET;M;415,3846154;1959-11-14;1979-06-15;2004-09-16;169;N;0.99981576
81062;54;0;D;HGH;STE;F;372,1153077;2001-09-01;1990-09-01;2016-10-12;825,0985385;N;0.99992645
81063;39;7;S;HGH;PVE;M;359,3384615;1978-01-18;2003-05-21;2009-10-01;2307,692308;N;0.9981358
81064;63;12;M;BCR;RET;F;272,21;2010-08-04;9999-10-01;2005-04-21;198,3346923;N;0.99950707
81065;31;2;M;HGH;PVE;M;307,6923077;1995-10-15;2008-05-01;2014-09-29;197,9976923;N;0.99984276
81066;60;2;M;BCR;STE;M;301,4383077;1990-06-01;1984-02-01;2015-07-01;3349,429923;N;0.9992588
81067;69;11;D;HGH;RET;F;207,3229231;1992-01-01;9999-10-01;2005-12-16;2529,230769;N;0.9991992
81068;50;12;M;HGH;STE;F;206,794;2013-04-01;2003-11-05;2005-06-03;4732,679308;N;0.9965339
81069;51;9;M;BCR;PVE;F;546,6083077;2009-06-10;2007-08-21;2007-08-14;2307,692308;N;0.9953063
81070;22;1;S;HGH;PVE;M;246,6461538;1995-03-17;2015-01-20;2015-10-20;2769,230769;N;0.9997458
81071;54;11;M;BCR;STE;F;0;1997-01-01;2005-12-10;2006-06-13;18,14769231;N;0.99999917
81072;43;11;M;HGH;PVE;M;351,0230769;2003-01-01;2001-03-15;2005-08-25;4615,384615;N;0.9901869
81073;22;2;S;SEC;PVE;M;170,5384615;2014-06-01;2015-05-15;2015-05-27;1699,972538;N;0.9996239
81074;37;11;S;HGH;PVE;F;206,9423077;1982-01-01;2005-08-15;2005-10-05;1553,846154;N;0.9995382
81075;57;8;M;HGH;RET;F;188,396;1982-01-01;9999-10-01;2009-07-03;2567,472308;N;0.9998053
81076;39;1;M;BCR;STE;F;430,7692308;2007-01-01;2006-01-01;2015-10-26;252,1538462;N;0.99991286
81077;28;7;S;BCR;PVE;M;1172,496;2005-05-01;2014-07-01;2009-10-28;4615,384615;N;0.99772424
81078;33;9;M;HGH;PVE;F;202,5846154;2013-03-01;2015-03-01;2007-10-16;2307,692308;N;0.9998869
81079;58;10;M;BCR;RET;F;236,1891538;1980-01-01;9999-10-01;2006-12-11;3754,326923;N;0.99944633
81080;71;11;M;BCR;RET;F;263,332;1986-05-01;9999-10-01;2005-12-22;1896,923077;N;0.99961
81081;55;12;M;BCR;STE;F;581,0538462;1995-07-01;1987-04-01;2004-09-28;2307,692308;N;0.9994746
81082;45;6;M;HGH;PVE;M;245,5375385;2010-06-04;2015-12-15;2010-07-30;2307,692308;N;0.9999343
81083;60;2;S;HGH;PVE;M;246,1538462;1957-02-11;2000-01-14;2014-10-27;293,0746154;N;0.99989605
81084;57;4;M;HGH;STE;M;234,5692308;1960-04-01;2006-04-11;2012-09-03;6748,450077;N;0.9970607
81085;43;1;M;BCR;PVE;F;346,1307692;2015-09-10;2012-07-13;2015-09-19;2307,692308;N;0.99967945
81086;56;0;M;HGH;RET;F;432,8856923;1993-04-01;9999-10-01;2016-10-10;2307,692308;N;0.99985874
81087;42;5;M;HGH;PVE;F;254,8296923;1994-11-29;2015-05-01;2011-11-17;2307,692308;N;0.9999727
81088;68;1;M;HGH;RET;M;166,1535385;1949-02-22;9999-10-01;2015-12-03;2608,269231;N;0.99918324
81089;67;6;M;HGH;RET;F;250,3467692;2008-03-03;9999-10-01;2011-02-14;632,3076923;N;0.99951124
81090;48;4;S;HGH;PVE;F;333,3792308;2010-05-01;2010-04-06;2012-08-10;2716,908462;N;0.9997327
81091;32;3;M;HGH;PVE;M;429,9283077;1985-06-22;2016-10-04;2014-07-03;3042,980769;N;0.99993145
81092;64;10;M;HGH;RET;F;264,3027692;1972-01-01;9999-10-01;2006-10-27;2094,519231;N;0.9998165
81093;58;11;M;HGH;RET;F;239,6456154;2000-12-15;9999-10-01;2005-07-06;4347,115385;N;0.9981224
81094;44;0;M;HGH;RET;M;217,5692308;1973-10-25;9999-10-01;2016-10-11;405,7689231;N;0.9999616
81095;59;2;M;HGH;STE;F;238,8307692;1958-10-28;1979-12-25;2014-12-27;807,3685385;N;0.9998956
81096;57;13;M;HGH;STE;F;307,4846154;1987-04-01;1983-02-15;2004-03-17;1219,789923;N;0.9997136
81097;65;11;M;HGH;RET;F;184,4892308;1988-03-01;9999-10-01;2005-09-08;1136,452;N;0.99983275
81098;28;2;S;HGH;PVE;F;307,6923077;2014-05-01;2014-06-01;2015-06-16;790,3846154;N;0.9998491
81099;52;3;M;HGH;PVE;F;169,1657692;2012-12-01;2014-01-16;2013-09-18;1580,769231;N;0.99997973
81100;38;4;M;MAS;STE;F;324,9692308;2006-01-01;2005-11-01;2012-10-03;8264,660308;N;0.97755516
81101;48;11;M;HGH;STE;M;560,1951538;1991-06-01;1990-05-14;2006-02-09;170,2307692;N;0.9997168
81102;45;1;M;HGH;PVE;F;191,1101538;1998-01-01;2014-08-19;2016-04-05;75,61676923;N;0.9999641
81103;37;4;M;MAS;STE;F;367,4230769;2006-09-01;2012-01-16;2013-04-12;3569,942308;N;0.99983335
81104;54;0;M;HGH;PVE;M;372,7254615;1995-01-01;2006-03-01;2016-10-11;2307,692308;N;0.9998041
81105;25;3;S;HGH;PVE;M;181,6792308;1992-07-10;2013-05-01;2014-01-20;2307,692308;N;0.99990785
81106;54;10;M;PRS;STE;M;318,0538462;1963-08-19;2007-04-17;2007-02-01;1153,846154;N;0.9998909
81107;52;2;M;HGH;STE;M;391,1692308;1965-07-11;2012-09-03;2014-12-09;4768,422846;N;0.99944633
81108;45;1;M;HGH;PVE;M;294,6916923;1972-04-01;2014-09-01;2015-09-11;7581,051077;N;0.9704668
81109;59;3;M;BCR;STE;F;476,9230769;1958-11-05;1993-09-01;2013-08-16;474,806;N;0.9998995
81110;41;0;M;BCR;STE;M;810,1446923;1976-04-02;9999-10-01;2016-10-13;269,2307692;N;0.99993825
81111;67;11;D;HGH;RET;F;205,9406154;2013-01-01;9999-10-01;2006-06-28;948,4615385;N;0.9993612
81112;66;12;D;BCR;RET;F;329,0704615;1977-10-15;9999-10-01;2005-03-08;5295,576923;N;0.99836165
81113;43;12;M;HGH;STE;M;631,0319231;1974-02-08;2002-09-25;2005-06-23;4615,384615;N;0.99903107
81114;38;11;M;HGH;PVE;M;489,6806154;1982-01-01;2005-07-01;2006-04-28;1051,706462;N;0.999461
81115;38;10;M;PRS;PVE;M;334,2153846;1990-06-25;2007-01-22;2007-01-11;2307,692308;N;0.9986412
81116;67;4;M;HGH;RET;M;214,0541538;1981-06-01;9999-10-01;2012-08-08;987,9807692;N;0.9998447
81117;51;6;M;HGH;STE;F;172,2782308;1988-01-01;1989-01-01;2011-04-29;1274,979385;N;0.9996118
81118;50;14;M;BCR;STE;M;724,7769231;1997-01-01;1998-01-05;2003-02-07;461,6923077;N;0.99972826
81119;35;2;M;BCR;PVE;M;546,8153846;2012-01-01;2012-08-01;2014-09-19;9465,358615;N;0.96204585
81120;55;2;M;HGH;PVE;M;160,6692308;1962-02-23;2008-04-14;2014-10-07;1652,212692;N;0.99985504
81121;66;2;M;HGH;RET;M;307,9165385;2005-04-18;9999-10-01;2015-05-20;4742,307692;N;0.99677473
81122;59;8;M;HGH;RET;F;215,2676154;2002-02-05;9999-10-01;2009-06-18;6329,995231;N;0.98283273
81123;47;11;M;HGH;PVE;M;502,8761538;2001-09-15;2004-05-31;2005-09-22;4615,384615;N;0.9859444
81124;34;4;M;HGH;STE;M;653,8461538;2016-02-01;2006-12-01;2013-04-05;118,8461538;N;0.9995759
81125;47;10;M;HGH;STE;M;213,5678462;1970-02-05;1992-03-15;2007-03-07;1219,789923;N;0.9997191
81126;38;9;M;BCR;STE;M;527,2615385;2011-06-22;1998-06-20;2007-10-05;4615,384615;N;0.989421
81127;25;0;S;HGH;PVE;M;338,2615385;2007-07-01;2016-09-21;2016-07-15;6678,75;N;0.9728337
81128;67;10;M;HGH;RET;M;197,9615385;1976-08-11;9999-10-01;2007-03-21;3556,730769;N;0.9992111
81129;72;10;M;HGH;RET;F;293,1372308;1984-01-01;9999-10-01;2007-06-18;513,75;N;0.9997998
81130;60;5;M;HGH;STE;F;187,8148462;1975-08-01;1984-11-06;2011-10-19;4995,605923;N;0.9948584
81131;63;9;M;HGH;RET;M;317,8169231;1958-01-01;9999-10-01;2007-11-28;1039,107846;N;0.9999188
81132;53;10;S;HGH;STE;F;357,2526923;1991-02-10;2003-03-01;2006-09-08;8764,220923;N;0.96958447
81133;32;7;M;HGH;PVE;M;171,0916923;1995-08-01;2009-10-01;2009-11-27;2688,129231;N;0.9996947
81134;40;3;M;HGH;STE;F;295,5384615;2002-01-01;1999-11-22;2014-01-24;4293,096;N;0.9985856
81135;63;0;M;HGH;RET;M;230,7692308;1981-03-01;2001-12-30;2016-10-12;352,4976923;N;0.9999449
81136;36;6;S;HGH;PVE;M;800,9912308;1981-01-25;2007-09-27;2010-09-21;3202,710769;N;0.99847037
81137;40;11;M;BCR;STE;M;1194,3;2010-01-01;2005-10-17;2005-10-26;2307,692308;N;0.9963205
